23,1153,268,392,156,2020-03-21 12:28:02
23,1153,268,346,50,2020-03-20 12:28:02
23,1153,268,765,84,2020-03-19 12:28:02
23,1153,268,181,209,2020-03-18 12:28:02
23,1153,268,1040,132,2020-03-17 12:28:02
23,1153,268,617,24,2020-03-16 12:28:02
24,1932,482,295,271,2020-03-22 12:28:02
24,1932,482,1862,323,2020-03-21 12:28:02
24,1932,482,884,330,2020-03-20 12:28:02
24,1932,482,83,325,2020-03-19 12:28:02
24,1932,482,1682,255,2020-03-18 12:28:02
24,1932,482,458,160,2020-03-17 12:28:02
24,1932,482,1010,56,2020-03-16 12:28:02
25,1291,330,31,260,2020-03-22 12:28:02
25,1291,330,30,21,2020-03-21 12:28:02
25,1291,330,265,175,2020-03-20 12:28:02
25,1291,330,971,281,2020-03-19 12:28:02
25,1291,330,577,174,2020-03-18 12:28:02
25,1291,330,1224,124,2020-03-17 12:28:02
25,1291,330,916,146,2020-03-16 12:28:02
26,1871,171,1694,132,2020-03-22 12:28:02
26,1871,171,1749,80,2020-03-21 12:28:02
26,1871,171,418,54,2020-03-20 12:28:02
26,1871,171,841,137,2020-03-19 12:28:02
26,1871,171,1643,108,2020-03-18 12:28:02
26,1871,171,266,156,2020-03-17 12:28:02
26,1871,171,1149,48,2020-03-16 12:28:02
27,1391,315,1277,152,2020-03-22 12:28:02
27,1391,315,1272,62,2020-03-21 12:28:02
27,1391,315,25,297,2020-03-20 12:28:02
27,1391,315,795,60,2020-03-19 12:28:02
27,1391,315,626,142,2020-03-18 12:28:02
27,1391,315,1187,135,2020-03-17 12:28:02
27,1391,315,396,105,2020-03-16 12:28:02
28,1412,106,172,15,2020-03-22 12:28:02
28,1412,106,12,28,2020-03-21 12:28:02
28,1412,106,1372,58,2020-03-20 12:28:02
28,1412,106,342,6,2020-03-19 12:28:02
28,1412,106,307,22,2020-03-18 12:28:02
28,1412,106,990,37,2020-03-17 12:28:02
28,1412,106,941,14,2020-03-16 12:28:02
29,1794,223,745,73,2020-03-22 12:28:02
29,1794,223,1780,65,2020-03-21 12:28:02
29,1794,223,659,78,2020-03-20 12:28:02
29,1794,223,1262,173,2020-03-19 12:28:02
29,1794,223,1176,121,2020-03-18 12:28:02
29,1794,223,1696,203,2020-03-17 12:28:02
29,1794,223,766,50,2020-03-16 12:28:02
30,1214,203,46,158,2020-03-22 12:28:02
30,1214,203,621,180,2020-03-21 12:28:02
30,1214,203,109,66,2020-03-20 12:28:02
30,1214,203,842,106,2020-03-19 12:28:02
30,1214,203,404,156,2020-03-18 12:28:02
30,1214,203,116,24,2020-03-17 12:28:02
30,1214,203,1050,144,2020-03-16 12:28:02
31,1487,437,1074,343,2020-03-22 12:28:02
31,1487,437,783,209,2020-03-21 12:28:02
31,1487,437,428,303,2020-03-20 12:28:02
31,1487,437,867,109,2020-03-19 12:28:02
31,1487,437,1468,435,2020-03-18 12:28:02
31,1487,437,574,235,2020-03-17 12:28:02
31,1487,437,1157,291,2020-03-16 12:28:02
32,1022,215,116,67,2020-03-22 12:28:02
32,1022,215,342,28,2020-03-21 12:28:02
32,1022,215,843,127,2020-03-20 12:28:02
32,1022,215,703,29,2020-03-19 12:28:02
32,1022,215,7,56,2020-03-18 12:28:02
32,1022,215,494,150,2020-03-17 12:28:02
32,1022,215,518,13,2020-03-16 12:28:02
33,1176,104,731,99,2020-03-22 12:28:02
33,1176,104,218,62,2020-03-21 12:28:02
33,1176,104,173,74,2020-03-20 12:28:02
33,1176,104,729,82,2020-03-19 12:28:02
33,1176,104,804,4,2020-03-18 12:28:02
33,1176,104,704,67,2020-03-17 12:28:02
33,1176,104,288,47,2020-03-16 12:28:02
34,1782,111,1419,11,2020-03-22 12:28:02
34,1782,111,186,5,2020-03-21 12:28:02
34,1782,111,141,11,2020-03-20 12:28:02
34,1782,111,225,69,2020-03-19 12:28:02
34,1782,111,71,68,2020-03-18 12:28:02
34,1782,111,455,83,2020-03-17 12:28:02
34,1782,111,1244,68,2020-03-16 12:28:02
35,1826,400,223,15,2020-03-22 12:28:02
35,1826,400,48,144,2020-03-21 12:28:02
35,1826,400,999,241,2020-03-20 12:28:02
35,1826,400,1383,357,2020-03-19 12:28:02
35,1826,400,1314,161,2020-03-18 12:28:02
35,1826,400,1823,50,2020-03-17 12:28:02
35,1826,400,975,127,2020-03-16 12:28:02
36,1327,102,893,77,2020-03-22 12:28:02
36,1327,102,57,99,2020-03-21 12:28:02
36,1327,102,316,43,2020-03-20 12:28:02
36,1327,102,593,98,2020-03-19 12:28:02
36,1327,102,1107,61,2020-03-18 12:28:02
36,1327,102,154,63,2020-03-17 12:28:02
36,1327,102,83,46,2020-03-16 12:28:02
37,1912,252,248,48,2020-03-22 12:28:02
37,1912,252,989,35,2020-03-21 12:28:02
37,1912,252,1228,76,2020-03-20 12:28:02
37,1912,252,1129,0,2020-03-19 12:28:02
37,1912,252,1179,62,2020-03-18 12:28:02
37,1912,252,249,129,2020-03-17 12:28:02
37,1912,252,953,72,2020-03-16 12:28:02
38,1817,373,1017,343,2020-03-22 12:28:02
38,1817,373,1652,26,2020-03-21 12:28:02
38,1817,373,386,118,2020-03-20 12:28:02
38,1817,373,337,323,2020-03-19 12:28:02
38,1817,373,1288,315,2020-03-18 12:28:02
38,1817,373,906,301,2020-03-17 12:28:02
38,1817,373,1793,369,2020-03-16 12:28:02
39,1350,308,841,246,2020-03-22 12:28:02
39,1350,308,1309,163,2020-03-21 12:28:02
39,1350,308,868,77,2020-03-20 12:28:02
39,1350,308,21,61,2020-03-19 12:28:02
39,1350,308,295,221,2020-03-18 12:28:02
39,1350,308,438,236,2020-03-17 12:28:02
39,1350,308,726,32,2020-03-16 12:28:02
40,1816,343,353,213,2020-03-22 12:28:02
40,1816,343,152,31,2020-03-21 12:28:02
40,1816,343,1519,22,2020-03-20 12:28:02
40,1816,343,1747,277,2020-03-19 12:28:02
40,1816,343,1124,241,2020-03-18 12:28:02
40,1816,343,1614,9,2020-03-17 12:28:02
40,1816,343,528,191,2020-03-16 12:28:02
41,1064,107,1063,73,2020-03-22 12:28:02
41,1064,107,627,1,2020-03-21 12:28:02
41,1064,107,161,64,2020-03-20 12:28:02
41,1064,107,93,16,2020-03-19 12:28:02
41,1064,107,904,16,2020-03-18 12:28:02
41,1064,107,775,73,2020-03-17 12:28:02
41,1064,107,94,76,2020-03-16 12:28:02
42,1378,211,433,90,2020-03-22 12:28:02
42,1378,211,263,89,2020-03-21 12:28:02
42,1378,211,1105,70,2020-03-20 12:28:02
42,1378,211,317,175,2020-03-19 12:28:02
42,1378,211,555,26,2020-03-18 12:28:02
42,1378,211,455,170,2020-03-17 12:28:02
42,1378,211,736,189,2020-03-16 12:28:02
43,1354,229,70,16,2020-03-22 12:28:02
43,1354,229,1252,67,2020-03-21 12:28:02
43,1354,229,945,31,2020-03-20 12:28:02
43,1354,229,1094,136,2020-03-19 12:28:02
43,1354,229,374,130,2020-03-18 12:28:02
43,1354,229,1034,13,2020-03-17 12:28:02
43,1354,229,99,25,2020-03-16 12:28:02
44,1434,118,898,13,2020-03-22 12:28:02
44,1434,118,1395,45,2020-03-21 12:28:02
44,1434,118,855,100,2020-03-20 12:28:02
44,1434,118,1188,18,2020-03-19 12:28:02
44,1434,118,112,78,2020-03-18 12:28:02
44,1434,118,1008,118,2020-03-17 12:28:02
44,1434,118,535,95,2020-03-16 12:28:02
45,1017,126,337,41,2020-03-22 12:28:02
45,1017,126,719,77,2020-03-21 12:28:02
45,1017,126,158,12,2020-03-20 12:28:02
45,1017,126,693,124,2020-03-19 12:28:02
45,1017,126,701,37,2020-03-18 12:28:02
45,1017,126,555,125,2020-03-17 12:28:02
45,1017,126,873,68,2020-03-16 12:28:02
46,1124,289,107,282,2020-03-22 12:28:02
46,1124,289,427,177,2020-03-21 12:28:02
46,1124,289,1069,221,2020-03-20 12:28:02
46,1124,289,745,242,2020-03-19 12:28:02
46,1124,289,494,288,2020-03-18 12:28:02
46,1124,289,508,195,2020-03-17 12:28:02
46,1124,289,899,256,2020-03-16 12:28:02
47,1927,333,671,138,2020-03-22 12:28:02
47,1927,333,1696,121,2020-03-21 12:28:02
47,1927,333,296,13,2020-03-20 12:28:02
47,1927,333,64,55,2020-03-19 12:28:02
47,1927,333,41,209,2020-03-18 12:28:02
47,1927,333,1826,306,2020-03-17 12:28:02
47,1927,333,416,118,2020-03-16 12:28:02
48,1414,442,196,88,2020-03-22 12:28:02
48,1414,442,500,254,2020-03-21 12:28:02
48,1414,442,1039,236,2020-03-20 12:28:02
48,1414,442,1245,423,2020-03-19 12:28:02
48,1414,442,985,409,2020-03-18 12:28:02
48,1414,442,898,302,2020-03-17 12:28:02
48,1414,442,423,231,2020-03-16 12:28:02
49,1382,319,410,30,2020-03-22 12:28:02
49,1382,319,215,70,2020-03-21 12:28:02
49,1382,319,637,149,2020-03-20 12:28:02
49,1382,319,894,32,2020-03-19 12:28:02
49,1382,319,99,50,2020-03-18 12:28:02
49,1382,319,1367,220,2020-03-17 12:28:02
49,1382,319,1280,309,2020-03-16 12:28:02
50,1930,250,130,188,2020-03-22 12:28:02
50,1930,250,1240,182,2020-03-21 12:28:02
50,1930,250,282,36,2020-03-20 12:28:02
50,1930,250,3,5,2020-03-19 12:28:02
50,1930,250,1137,49,2020-03-18 12:28:02
50,1930,250,1292,61,2020-03-17 12:28:02
50,1930,250,1823,232,2020-03-16 12:28:02
51,1214,169,404,15,2020-03-22 12:28:02
51,1214,169,629,23,2020-03-21 12:28:02
51,1214,169,919,13,2020-03-20 12:28:02
51,1214,169,782,70,2020-03-19 12:28:02
51,1214,169,1155,106,2020-03-18 12:28:02
51,1214,169,604,42,2020-03-17 12:28:02
51,1214,169,141,32,2020-03-16 12:28:02
102,1534,474,226,63,2020-03-22 12:28:02
102,1534,474,1481,446,2020-03-21 12:28:02
102,1534,474,1190,345,2020-03-20 12:28:02
102,1534,474,245,382,2020-03-19 12:28:02
102,1534,474,823,162,2020-03-18 12:28:02
102,1534,474,618,265,2020-03-17 12:28:02
102,1534,474,1150,138,2020-03-16 12:28:02
103,1436,240,1195,8,2020-03-22 12:28:02
103,1436,240,486,123,2020-03-21 12:28:02
103,1436,240,491,177,2020-03-20 12:28:02
103,1436,240,223,75,2020-03-19 12:28:02
103,1436,240,1339,139,2020-03-18 12:28:02
103,1436,240,790,187,2020-03-17 12:28:02
103,1436,240,786,120,2020-03-16 12:28:02
104,1519,231,824,61,2020-03-22 12:28:02
104,1519,231,583,205,2020-03-21 12:28:02
104,1519,231,684,89,2020-03-20 12:28:02
104,1519,231,340,37,2020-03-19 12:28:02
104,1519,231,392,121,2020-03-18 12:28:02
104,1519,231,760,98,2020-03-17 12:28:02
104,1519,231,958,144,2020-03-16 12:28:02
105,1316,117,1070,25,2020-03-22 12:28:02
105,1316,117,630,75,2020-03-21 12:28:02
105,1316,117,522,49,2020-03-20 12:28:02
105,1316,117,231,2,2020-03-19 12:28:02
105,1316,117,594,91,2020-03-18 12:28:02
105,1316,117,1071,26,2020-03-17 12:28:02
105,1316,117,933,110,2020-03-16 12:28:02
106,1235,373,757,132,2020-03-22 12:28:02
106,1235,373,742,188,2020-03-21 12:28:02
106,1235,373,823,360,2020-03-20 12:28:02
106,1235,373,644,293,2020-03-19 12:28:02
106,1235,373,853,14,2020-03-18 12:28:02
106,1235,373,11,112,2020-03-17 12:28:02
106,1235,373,152,91,2020-03-16 12:28:02
107,1313,260,632,138,2020-03-22 12:28:02
107,1313,260,1154,97,2020-03-21 12:28:02
107,1313,260,55,91,2020-03-20 12:28:02
107,1313,260,509,239,2020-03-19 12:28:02
107,1313,260,1128,159,2020-03-18 12:28:02
107,1313,260,522,155,2020-03-17 12:28:02
107,1313,260,303,220,2020-03-16 12:28:02
108,1303,242,246,73,2020-03-22 12:28:02
108,1303,242,1252,11,2020-03-21 12:28:02
108,1303,242,588,160,2020-03-20 12:28:02
108,1303,242,818,155,2020-03-19 12:28:02
108,1303,242,1170,131,2020-03-18 12:28:02
108,1303,242,655,32,2020-03-17 12:28:02
108,1303,242,1051,115,2020-03-16 12:28:02
109,1298,373,1050,169,2020-03-22 12:28:02
109,1298,373,983,39,2020-03-21 12:28:02
109,1298,373,670,258,2020-03-20 12:28:02
109,1298,373,767,273,2020-03-19 12:28:02
109,1298,373,115,35,2020-03-18 12:28:02
109,1298,373,1171,42,2020-03-17 12:28:02
109,1298,373,180,345,2020-03-16 12:28:02
110,1471,257,103,238,2020-03-22 12:28:02
110,1471,257,637,231,2020-03-21 12:28:02
110,1471,257,402,240,2020-03-20 12:28:02
110,1471,257,5,75,2020-03-19 12:28:02
110,1471,257,453,126,2020-03-18 12:28:02
110,1471,257,403,174,2020-03-17 12:28:02
110,1471,257,850,93,2020-03-16 12:28:02
111,1679,309,34,99,2020-03-22 12:28:02
111,1679,309,352,127,2020-03-21 12:28:02
111,1679,309,1525,168,2020-03-20 12:28:02
111,1679,309,1674,107,2020-03-19 12:28:02
111,1679,309,353,292,2020-03-18 12:28:02
111,1679,309,1524,240,2020-03-17 12:28:02
111,1679,309,950,289,2020-03-16 12:28:02
112,1408,112,669,69,2020-03-22 12:28:02
112,1408,112,1044,38,2020-03-21 12:28:02
112,1408,112,312,3,2020-03-20 12:28:02
112,1408,112,915,100,2020-03-19 12:28:02
112,1408,112,409,0,2020-03-18 12:28:02
112,1408,112,1091,107,2020-03-17 12:28:02
112,1408,112,1080,61,2020-03-16 12:28:02
113,1514,425,773,243,2020-03-22 12:28:02
113,1514,425,1261,314,2020-03-21 12:28:02
113,1514,425,28,282,2020-03-20 12:28:02
113,1514,425,714,102,2020-03-19 12:28:02
113,1514,425,1190,2,2020-03-18 12:28:02
113,1514,425,730,141,2020-03-17 12:28:02
113,1514,425,1327,34,2020-03-16 12:28:02
114,1251,261,576,155,2020-03-22 12:28:02
114,1251,261,659,154,2020-03-21 12:28:02
114,1251,261,876,112,2020-03-20 12:28:02
114,1251,261,676,136,2020-03-19 12:28:02
114,1251,261,4,131,2020-03-18 12:28:02
114,1251,261,691,58,2020-03-17 12:28:02
114,1251,261,1125,20,2020-03-16 12:28:02
115,1736,274,1367,216,2020-03-22 12:28:02
115,1736,274,590,126,2020-03-21 12:28:02
115,1736,274,1122,86,2020-03-20 12:28:02
115,1736,274,317,266,2020-03-19 12:28:02
115,1736,274,145,105,2020-03-18 12:28:02
115,1736,274,478,179,2020-03-17 12:28:02
115,1736,274,1559,223,2020-03-16 12:28:02
116,1678,291,1358,151,2020-03-22 12:28:02
116,1678,291,563,280,2020-03-21 12:28:02
116,1678,291,338,3,2020-03-20 12:28:02
116,1678,291,46,185,2020-03-19 12:28:02
116,1678,291,1251,56,2020-03-18 12:28:02
116,1678,291,436,232,2020-03-17 12:28:02
116,1678,291,927,258,2020-03-16 12:28:02
117,1146,206,384,149,2020-03-22 12:28:02
117,1146,206,646,92,2020-03-21 12:28:02
117,1146,206,1073,191,2020-03-20 12:28:02
117,1146,206,1079,191,2020-03-19 12:28:02
117,1146,206,487,190,2020-03-18 12:28:02
117,1146,206,782,100,2020-03-17 12:28:02
117,1146,206,11,164,2020-03-16 12:28:02
118,1335,194,301,75,2020-03-22 12:28:02
118,1335,194,132,188,2020-03-21 12:28:02
118,1335,194,419,65,2020-03-20 12:28:02
118,1335,194,1025,24,2020-03-19 12:28:02
118,1335,194,490,14,2020-03-18 12:28:02
118,1335,194,600,88,2020-03-17 12:28:02
118,1335,194,734,152,2020-03-16 12:28:02
119,1081,216,339,46,2020-03-22 12:28:02
119,1081,216,603,32,2020-03-21 12:28:02
119,1081,216,237,75,2020-03-20 12:28:02
119,1081,216,342,125,2020-03-19 12:28:02
119,1081,216,264,216,2020-03-18 12:28:02
119,1081,216,908,47,2020-03-17 12:28:02
119,1081,216,716,60,2020-03-16 12:28:02
120,1703,318,464,156,2020-03-22 12:28:02
120,1703,318,1081,87,2020-03-21 12:28:02
120,1703,318,1449,136,2020-03-20 12:28:02
120,1703,318,1183,289,2020-03-19 12:28:02
120,1703,318,244,311,2020-03-18 12:28:02
120,1703,318,871,148,2020-03-17 12:28:02
120,1703,318,1390,188,2020-03-16 12:28:02
121,1723,433,832,179,2020-03-22 12:28:02
121,1723,433,791,297,2020-03-21 12:28:02
121,1723,433,853,94,2020-03-20 12:28:02
121,1723,433,1640,174,2020-03-19 12:28:02
121,1723,433,1001,106,2020-03-18 12:28:02
121,1723,433,1722,312,2020-03-17 12:28:02
121,1723,433,1192,370,2020-03-16 12:28:02
122,1925,405,1769,180,2020-03-22 12:28:02
122,1925,405,1434,312,2020-03-21 12:28:02
122,1925,405,783,298,2020-03-20 12:28:02
122,1925,405,300,117,2020-03-19 12:28:02
122,1925,405,1165,69,2020-03-18 12:28:02
122,1925,405,130,341,2020-03-17 12:28:02
122,1925,405,1696,274,2020-03-16 12:28:02
123,1399,206,621,67,2020-03-22 12:28:02
123,1399,206,806,130,2020-03-21 12:28:02
123,1399,206,1248,4,2020-03-20 12:28:02
123,1399,206,487,21,2020-03-19 12:28:02
123,1399,206,1169,61,2020-03-18 12:28:02
123,1399,206,923,79,2020-03-17 12:28:02
123,1399,206,1210,196,2020-03-16 12:28:02
124,1415,214,1119,138,2020-03-22 12:28:02
124,1415,214,1061,50,2020-03-21 12:28:02
124,1415,214,247,153,2020-03-20 12:28:02
124,1415,214,1112,92,2020-03-19 12:28:02
124,1415,214,490,149,2020-03-18 12:28:02
124,1415,214,1009,54,2020-03-17 12:28:02
124,1415,214,791,125,2020-03-16 12:28:02
125,1157,142,963,91,2020-03-22 12:28:02
125,1157,142,1098,120,2020-03-21 12:28:02
125,1157,142,343,68,2020-03-20 12:28:02
125,1157,142,670,40,2020-03-19 12:28:02
125,1157,142,852,126,2020-03-18 12:28:02
125,1157,142,181,83,2020-03-17 12:28:02
125,1157,142,331,38,2020-03-16 12:28:02
126,1037,327,782,118,2020-03-22 12:28:02
126,1037,327,568,222,2020-03-21 12:28:02
126,1037,327,311,167,2020-03-20 12:28:02
126,1037,327,528,43,2020-03-19 12:28:02
126,1037,327,405,82,2020-03-18 12:28:02
126,1037,327,555,320,2020-03-17 12:28:02
126,1037,327,719,188,2020-03-16 12:28:02
127,1264,347,1204,245,2020-03-22 12:28:02
127,1264,347,537,316,2020-03-21 12:28:02
127,1264,347,243,274,2020-03-20 12:28:02
127,1264,347,19,235,2020-03-19 12:28:02
127,1264,347,1231,305,2020-03-18 12:28:02
127,1264,347,474,345,2020-03-17 12:28:02
127,1264,347,521,188,2020-03-16 12:28:02
128,1605,197,1211,46,2020-03-22 12:28:02
128,1605,197,156,94,2020-03-21 12:28:02
128,1605,197,1088,28,2020-03-20 12:28:02
128,1605,197,451,124,2020-03-19 12:28:02
128,1605,197,1302,60,2020-03-18 12:28:02
128,1605,197,1101,25,2020-03-17 12:28:02
128,1605,197,1586,97,2020-03-16 12:28:02
129,1063,189,472,118,2020-03-22 12:28:02
129,1063,189,476,93,2020-03-21 12:28:02
129,1063,189,162,125,2020-03-20 12:28:02
129,1063,189,864,172,2020-03-19 12:28:02
129,1063,189,230,36,2020-03-18 12:28:02
129,1063,189,129,75,2020-03-17 12:28:02
129,1063,189,459,136,2020-03-16 12:28:02
130,1968,322,413,126,2020-03-22 12:28:02
130,1968,322,932,266,2020-03-21 12:28:02
130,1968,322,1287,92,2020-03-20 12:28:02
130,1968,322,753,262,2020-03-19 12:28:02
130,1968,322,748,289,2020-03-18 12:28:02
130,1968,322,1483,278,2020-03-17 12:28:02
130,1968,322,1488,250,2020-03-16 12:28:02
131,1027,478,812,124,2020-03-22 12:28:02
131,1027,478,760,191,2020-03-21 12:28:02
131,1027,478,191,248,2020-03-20 12:28:02
131,1027,478,268,78,2020-03-19 12:28:02
131,1027,478,428,163,2020-03-18 12:28:02
131,1027,478,515,368,2020-03-17 12:28:02
131,1027,478,279,112,2020-03-16 12:28:02
132,1934,180,1126,17,2020-03-22 12:28:02
132,1934,180,817,59,2020-03-21 12:28:02
132,1934,180,1021,44,2020-03-20 12:28:02
132,1934,180,1302,92,2020-03-19 12:28:02
132,1934,180,1484,31,2020-03-18 12:28:02
132,1934,180,241,169,2020-03-17 12:28:02
132,1934,180,568,122,2020-03-16 12:28:02
133,1267,355,484,7,2020-03-22 12:28:02
